words,polarity,frequency
luzon,0,2
antagonizes,0,2
swordsmen,0.582383436,2
zschering,0,2
harvests,0,2
wording,0.140623173,2
carley,1.567126902,2
agonize,2.005315688,2
anti-capital,0.962160031,2
damnit,0.488387383,2
pelicangs,0,2
well-off,-0.072819418,2
woywood,0,2
cappy,0.805868524,2
hobble,0,2
tremblay,1.179094584,2
seldes,0.145313655,2
numbness,0.321304614,2
looter,0,2
teen-targeted,0.173147659,2
agitation,-0.386458506,2
averaging,0.051064118,2
spotless,1.003716913,2
still-living,0,2
partway,0,2
farnham,0.425175669,2
gazooks,0,2
to-gether,0,2
hubristic,0,2
quick-fix,0,2
black-hearted,1.498230453,2
cormack,1.927180489,2
conséquence,0,2
hayak,-0.499421758,2
sightseeing,0.440515842,2
unsubstantial,0,2
send-ups,0.266789661,2
pietro,1.53002764,2
conceded,1.522258155,2
unredeemably,0,2
katia,-1.751205962,2
clustering,0,2
mishandle,0,2
yamamura,0.65831533,2
gandofini,0,2
devolving,0.61909836,2
screwballs,1.183406688,2
testaments,-1.116100079,2
palisades,2.298978227,2
tragi-comic,0,2
f'ing,-2.596924181,2
dvd-store,0,2
otranto,0,2
horsing,-0.985129988,2
popping-up,0,2
minerals,0.443558928,2
homo-themed,0,2
real-estate,0.535868509,2
maked,0,2
derby,0.675837858,2
full-force,0,2
béatrice,0.63063152,2
four-legged,-1.226794708,2
bolstered,0.621920361,2
clasping,3.828104151,2
firekeep,0,2
volte,0.998781795,2
semple,1.003223483,2
junior-high,0,2
wharfs,0,2
self-image,0.105267025,2
booke,0.178541821,2
flemmish,0,2
unwieldy,-0.297280319,2
vickers,0.746495565,2
sadhashiv,0,2
duologue,-0.964065853,2
incongruities,0.323109454,2
gaya,0.291101239,2
gaye,0.513734266,2
moonwalks,0,2
twos,-1.711159531,2
mood-setting,0,2
bree,1.077686333,2
ampas,2.070318767,2
musson,0,2
giovon,0,2
off-chance,0,2
preliminaries,0,2
gnaws,2.58403068,2
abba,-0.203149027,2
abbu,0,2
djalili,0.826857957,2
alessandro,0.827057175,2
zucovic,0,2
ugly-looking,0,2
repetitively,-1.789318928,2
challengers,2.22719685,2
keppel,0.560418558,2
descents,0,2
wormwood,0.759790682,2
preteens,-0.358890662,2
flintstone,-0.27570619,2
chimpnaut,0,2
banish,0.324629976,2
uggh,-1.163304358,2
dead-person-of-the-week,0,2
cbtl,0,2
censoring,-0.099726754,2
southeastern,0,2
type-a,0,2
non-anamorphic,1.371838125,2
debatably,0,2
party-animal,-2.402949566,2
pyaare,0,2
self-hating,-0.443598456,2
bulge,1.15430291,2
toppan,0,2
aitd,-2.266484711,2
overreach,0,2
charachter,0.285392296,2
materializing,3.153330328,2
cinerama,1.513572042,2
splintered,2.257994252,2
no-frills,1.332140606,2
floridian,0,2
quarrington,0,2
relinquishing,4.021381459,2
rhetorician,0,2
porns,0,2
cmt,0.536325646,2
rabbeted,0,2
sabbath,0.680597284,2
preda,0,2
giroux,0,2
firesign,1.035641421,2
ascribe,-0.892533447,2
horky,0,2
rumanian,0.91461498,2
tnn,0.316858657,2
erk,0,2
washroom,0.10535371,2
vert,0.327509505,2
impassive,1.166803534,2
airheadedness,0,2
parry,2.075578826,2
misleads,-1.817811609,2
schtupping,0,2
sturla,0.937566964,2
coulthard,0,2
popsicle,1.69398237,2
candide,2.2812082,2
sleepiness,0,2
visitations,0,2
dunkirk,0.515846446,2
forcible,1.716464488,2
ungraspable,0,2
sprit,0,2
prigs,0,2
vanquish,-0.015637267,2
generalizations,-0.475157389,2
re-enact,0.37976072,2
defelitta,1.305241702,2
triple-crosses,0,2
over-acts,1.080008528,2
lindon,0.729472668,2
mid-flight,-0.494216035,2
hangings,0.424457288,2
downtime,0.046327148,2
rolled-up,-1.432011564,2
lexington,1.540911818,2
lunohod,0,2
dreamscape,0.184888894,2
pmrc,-0.418340793,2
babar,-1.779872501,2
murder-for-hire,0,2
hokie,0,2
haltingly,0,2
thursdays,1.424765766,2
elman,0,2
maladolescenza,1.460578106,2
rayner,1.877055377,2
usable,-1.7758811,2
argonauts,-0.159408904,2
eroded,-0.094982469,2
autocratic,0.920324767,2
rustle,-1.322295664,2
non-latinos,0,2
kieslowski,2.058989387,2
tenku,0,2
probies,0,2
thermostat,-0.577614888,2
hoodwink,-0.496863661,2
potholes,-0.607232553,2
authoritarianism,4.5,2
faze,2.926893803,2
batman-like,0,2
chabert,0.096237372,2
hdnet,0.40209264,2
dartmouth,1.976085242,2
extols,3.381084999,2
earthier,2.499246528,2
dark-haired,-0.392025132,2
thumper,1.387201582,2
detonates,-0.576023039,2
undeliverable,0,2
hajime,0.285923555,2
giler,1.089741267,2
combatant,0.347561938,2
parasol,1.529440319,2
galligan,0.067995712,2
iba,0,2
significances,0,2
chim,-0.607323749,2
trevor-roper,0,2
tirelli,0.460824863,2
stile,-0.540437504,2
disparities,-0.556225488,2
gréco,0,2
cul-de-sac,2.020196805,2
flower-power,-0.333075128,2
marmaduke,3.101927972,2
hardwick,0.941211803,2
taliban,0.099274774,2
knocked-up,-0.709444088,2
seamanship,0,2
user-comments,0,2
saxophones,0,2
unemotive,0,2
fish-eye,1.412732174,2
dedede,-4.5,2
colombians,-0.358407931,2
discernment,-0.761902051,2
harewood,1.09929352,2
unsubstantiated,-1.933336542,2
just-adequate,0,2
damiani,1.135371896,2
nasally,-2.375806626,2
chauffeured,0,2
mannara,-1.231565272,2
davoli,1.764980217,2
fade-outs,1.340372118,2
szifrón,0,2
vandervoort,0,2
lyduschka,0,2
nuthouse,0.022128854,2
seens,2.115616924,2
baits,2.783044332,2
baby-talk,0,2
cheap-jack,0,2
time-filler,0.104746031,2
abdic,0,2
yammering,0,2
lyta,-0.293872828,2
neetu,2.369044955,2
nandita,1.414686218,2
carhart,0.84590728,2
growled,-2.147655917,2
self-ironic,0,2
falsehood,-0.554406836,2
flightplan,-0.394638148,2
two-minute,0.154195969,2
u-boats,0.741760472,2
piety,0.605788302,2
mannheim,3.157656137,2
batmans,0.835339992,2
lasseter,2.051501117,2
cheapies,-0.946578564,2
curtail,4.021381459,2
asian-american,1.029914191,2
infact,-0.032161701,2
carjack,1.687286868,2
car-chases,0.275233065,2
rincon,1.5,2
ex-dancer,0,2
townsmen,0.947636076,2
wmd,-0.190186233,2
segway,0,2
artfulness,-0.33772759,2
reaffirming,0,2
block-heads,1.85654105,2
ragtime,1.348924083,2
namers,0,2
skoda,2.995609401,2
ladybugs,-0.166622264,2
finerman,0,2
diol,0,2
on-again-off-again,0,2
punk-rocker,0,2
misumi,2.157610489,2
sc-fi,1.445248352,2
bastions,0,2
affirmations,0,2
charities,0.701846466,2
anglophile,2.088341854,2
clarinet,1.200039065,2
friendliest,0,2
musket,-0.096206056,2
faire,-0.771913419,2
put-on,-0.57109867,2
griffths,0,2
bang-bang,1.080808195,2
bullfighters,-0.297389443,2
hedaya,0.790226386,2
suckle,3.567080097,2
leotard,-0.69163818,2
state-owned,0,2
heaviest,0.823792959,2
overstate,-0.385824965,2
hegemonic,0,2
rockefeller,1.367132659,2
reveled,-0.400195243,2
re-naming,0,2
hypo,0,2
doctrinaire,0,2
drenching,0,2
crosseyed,-0.927302155,2
thoses,0,2
mcmaster,0.32559488,2
interjection,0,2
hoisted,1.601301804,2
z-movie,0,2
enuff,0,2
bauman,-0.054719631,2
suspense-filled,3.381084999,2
gov't,-0.909953411,2
pleadings,0,2
labouf,0.046215351,2
procrastinating,0,2
shortcut,-0.342287975,2
ong-bak,1.164749037,2
ponds,2.889173568,2
baseness,0,2
great-grandsons,0,2
simmer,-0.504756722,2
two-reeler,0.159834519,2
cornier,-0.918198426,2
dukas,0.570399919,2
alldredge,0,2
ha-buah,0,2
slobodan,0,2
aeronautical,-0.1476413,2
smiler,0,2
mcilroy,0,2
pre-millenial,0,2
uninformative,0,2
unabridged,-0.444986629,2
slam-bang,1.151552143,2
texa-conn,0,2
hutchence,-1.47690806,2
lordy,-2.068201585,2
begets,0.380116962,2
fifteenth,2.41491768,2
milliard,0,2
fleabag,2.814185555,2
all-white,0.022997105,2
trivializing,-2.101595836,2
cashback,1.126178718,2
over-dubbed,0,2
superflous,0,2
beachcomber,2.026559595,2
consort,0.545308489,2
averaged,0.194664317,2
synchronism,0,2
suspense-driven,0,2
bikram,0,2
high-flown,0,2
popularly,1.43695092,2
over-bearing,1.530863403,2
re-using,-1.155856759,2
dickensian,1.033941652,2
winston-salem,0,2
underpass,0.149839909,2
laxative,0.313065898,2
margaritas,1.40643052,2
unsupported,-3.28621502,2
wrapper,-0.176336996,2
gainful,0,2
unironic,0,2
wazoo,-2.19571584,2
cryptically,0,2
kidulthood,0.811228917,2
objectification,0.071572253,2
bloat,-0.131052822,2
amidala,0.184050396,2
trashiest,-1.495610887,2
bladed,0.097385764,2
disneyfication,0,2
mango,0.949692371,2
rajah,1.426366317,2
non-preachy,0,2
beatific,0.461512416,2
multiplying,-0.371026973,2
cowpoke,0.328597536,2
salliwan,0,2
tyre,-1.19194136,2
krick,0,2
keg,0.927013057,2
one-size-fits-all,0,2
readying,0,2
heavenward,0,2
non-creative,0,2
juvenille,0.746678654,2
hietala,0,2
spotlighting,0,2
heeeeeere,-0.731273368,2
riposte,0.455411527,2
hogun,4.5,2
caffari,0,2
harmonies,1.470948735,2
cavalryman,3.222399123,2
junebug,0.077578632,2
over-the-shoulder,0,2
restaurateur,0.871843207,2
rotk,2.04141375,2
plunk,-0.5873645,2
montel,0.768205561,2
rote,-0.449480249,2
ramme,0,2
mid-film,1.919915455,2
sweepstakes,1.610088369,2
macdonald-eddy,0,2
scratchiness,0,2
murry,-0.566719878,2
melded,1.643132331,2
heart-disease,0,2
gair,-2.127282189,2
squirmy,0,2
writhes,1.201966235,2
derelicts,0.691197545,2
middlebrow,0,2
uicide,-0.434201541,2
trodden,0.125659379,2
goldust,1.558101918,2
deplorably,2.556384067,2
sub-continent,-0.281189433,2
dodes,0,2
mer,2.232738038,2
hunnicutt,0.807369845,2
jymn,0,2
tutelage,1.204381447,2
rationalist,0.717574136,2
lightsaber,1.216492598,2
rationalism,-0.033478137,2
liyan,2.443827144,2
unwelcoming,3.047447126,2
swimfan,-1.238033672,2
defecates,-2.281386073,2
un-spectacular,0,2
beaus,1.505722752,2
treck,1.5,2
tampons,2.276819619,2
disassemble,1.266038894,2
un-realistic,-1.908601616,2
determinate,0,2
lachlan,0,2
famille,2.432387962,2
transsylvanian,0,2
cree,0.853190406,2
parkinson,0.829397054,2
imprisoning,0.900731605,2
antagonisms,1.305241702,2
howarth,0.826546898,2
debie,-1.201581502,2
hoodie,-1.785523876,2
tripplehorn,0.130820278,2
enrages,-0.424328342,2
ungenerous,0,2
soft-voiced,0,2
attlee,0,2
wielded,0.034210307,2
upendra,0,2
ex-soldier,0.974608812,2
uscì,-1.143361307,2
mejia,0,2
out-of-the-blue,0,2
armament,0,2
benfer,0.858886512,2
broadly-drawn,0,2
menges,2.373891592,2
extraterrestrials,-0.922588274,2
effing,-2.329685909,2
giraldi,0.719823248,2
yoshi,-0.20545459,2
socio-economic,1.50875316,2
nirmal,0,2
germaphobe,0,2
dacascos,-0.014200111,2
loudmouthed,-0.129047152,2
garofolo,0.312425956,2
scrubbers,-2.18271736,2
smarmiest,0,2
off-duty,2.318618836,2
elly,0.337843398,2
resuming,1.344497078,2
gondor,1.88759321,2
sprint,-1.021082484,2
incisively,0,2
minces,3.5,2
leave-taking,0,2
elpidia,0.980135,2
on-air,1.017706971,2
one-third,0.105450873,2
micro-digitech,0,2
quinlan,1.640718907,2
shallowly,-2.080210019,2
sanna,0.103306269,2
sceenplay,0,2
analogous,0.679127342,2
degrassi,0.162661121,2
stiffed,2.470929931,2
chiselled,0,2
stiffer,-1.658261911,2
radley,0.789744513,2
heinie,2.182215116,2
encrusted,3.186338198,2
logon,0,2
bolger,1.261403199,2
diagnoses,2.718916768,2
bop,0.811423902,2
bol,-0.755762312,2
pro-wrestling,-0.863258815,2
vineyard,0.446355316,2
greenblatt,0.21635967,2
olympiad,1.540978273,2
bioterrorism,0,2
evil-doers,-0.306638418,2
fictionalizes,0,2
fuck,-0.866211726,2
glamourous,0.437269293,2
rosenbaum,-0.10370599,2
megahit,-2.147522255,2
disrobes,-0.858775432,2
euthanized,0.387238996,2
five-year-olds,0,2
padilla,1.204127859,2
fatalities,-0.203448474,2
goof-ups,0,2
sparce,0,2
anachronic,0,2
transparently,-1.197807201,2
imogene,0.826364914,2
lizabeth,1.126035232,2
tealing,0,2
milburn,0.802860771,2
contented,0.93257567,2
zvezda,-0.455944995,2
co-directing,3.790027348,2
bare-bones,-0.014016727,2
flatiron,0,2
kirkpatrick,0.392264658,2
money-laundering,0,2
doddering,0.668014607,2
deciphering,-0.464505038,2
special-effects-laden,0,2
vannoord,0,2
koichi,1.348865323,2
canny,0.761000049,2
star-laden,0,2
shadier,0,2
harabee,0,2
ger,0,2
gek,0,2
bel-air,1.06542608,2
manuccie,0,2
mileu,0,2
tongue-tied,0,2
after-all,1.278137778,2
nonentity,-2.400867179,2
tushies,0,2
wobble,-1.170415437,2
quatre,1.285026062,2
novotna,3.497351432,2
raymonde,-1.525659966,2
self-righteously,0,2
sub-atomic,-1.311311909,2
swoosie,1.535579339,2
jekyll-and-hyde,0,2
abyssmal,0,2
priety,-0.273249795,2
tensed,0.552036449,2
half-good,0,2
villainizing,0,2
thall,0,2
raincoat,0.633291602,2
practises,1.720596181,2
trivialization,0,2
tanking,0,2
nebot,0.152762151,2
deadlines,1.109363479,2
double-decker,0.331747177,2
short-sighted,0.722953293,2
victimize,0,2
millican,0.3674845,2
remaster,0.998729128,2
descript,0,2
boy-girl,0,2
excretion,0,2
love-stories,0,2
g-strings,-0.702981178,2
righted,0.574039799,2
clench,3.110393108,2
forking,-1.876180488,2
firefight,0.310918625,2
matsuda,0.415639198,2
trinket,0.633941166,2
unheeded,0,2
bushwhacker,0,2
relocates,-0.460804865,2
specialize,0.297028088,2
lyda,1.501038392,2
attired,0.662293567,2
paterson,1.142132885,2
sucka,-0.455840104,2
mackay,2.304458862,2
despot,1.164457337,2
reviles,0,2
vachon,1.033838365,2
stis,0,2
âme,0,2
theorized,0,2
award-worthy,1.23470649,2
hundredth,-0.376822457,2
toussaint,-1.616295127,2
toothy,-0.03376161,2
filmically,0,2
groped,-1.736307761,2
huddle,0.700988361,2
non-french,-1.261941492,2
chain-store,0,2
siberiade,0,2
backflashes,0,2
eowyn,1.838250816,2
yowza,0.173147659,2
parineeta,1.876247402,2
toi,2.331850128,2
forty-odd,0,2
jump-started,0,2
well-implied,0,2
teems,-2.027814142,2
panegyric,0,2
comdey,0,2
benedetti,1.145809217,2
nautilius,0,2
tuesdays,0.982253216,2
almodóvar,1.465523048,2
brown-eyed,-0.550452382,2
extra-curricular,3.178261734,2
shriekfest,0,2
richert,0.482219195,2
thirteen-year,1.995697369,2
trash-film,0,2
kretschmann,0.764171329,2
resister,0,2
perilously,0.196343794,2
confining,1.468518304,2
busch,1.199401029,2
chakushin,-2.279150053,2
sumo,-0.10096809,2
self-destructing,1.48257896,2
eberts,3.328730353,2
featherstone,-0.505595005,2
choreographers,1.594519401,2
madding,0.118159908,2
apprehending,0,2
marielle,0.678607817,2
retake,2.085718924,2
anthropology,-0.263530817,2
valleys,1.004405497,2
scalps,0.019603726,2
discordant,0.200522048,2
maccarthy,0,2
sexualities,0,2
shapeshifter,-1.467337393,2
relapses,0,2
exterminated,0.114708659,2
maximises,0,2
gigantically,0,2
music-wise,0,2
pecks,-0.151696215,2
ogres,0.244060491,2
neglectful,0.522525909,2
healers,0.481389175,2
uterus,-0.691210499,2
whiting,1.493814287,2
shyer,-0.002761813,2
small-minded,-0.719336063,2
wilkerson,-0.120485772,2
locker-room,0,2
teenie,-0.986992938,2
paroled,0.447317175,2
waissbluth,0,2
pig-faced,0,2
experiential,0,2
turnstiles,2.883953423,2
bernier,-2.284687632,2
friendlier,-0.168683415,2
wife-corpse,0,2
nu-cu-ler,0,2
hiroshi,1.165099026,2
shonda,2.377694048,2
pop-up,-1.047138761,2
bolder,1.624370501,2
head-wear,0,2
camui,0,2
strobing,-1.630505611,2
flail,-1.247985236,2
doom-laden,2.1425864,2
ya'll,0.655257795,2
pantry,-1.110272617,2
fluctuates,-0.686096809,2
whooo,0,2
krugger,-0.390407445,2
bijou,-0.095445941,2
presuming,-0.743358615,2
acquiescence,0,2
highlanders,-0.376207412,2
absurder,0,2
mconaughey,0,2
maggart,0.348829769,2
unsubtly,0,2
visualizes,-0.227242168,2
incapacitate,-1.196214407,2
definable,-2.331807542,2
dystrophic,0,2
cinemablend,0,2
ga-ga,-0.127925965,2
subways,0.193940284,2
windex,0.590318968,2
globalisation,1.145145732,2
brune,0.496190666,2
placidly,0,2
joki,0,2
placebo,1.304688,2
self-aggrandizing,-1.569906161,2
it'a,0,2
antlers,-0.329481802,2
gavilan,-0.526048707,2
musicality,0.416809982,2
supurb,3.473316386,2
creak,0.813420392,2
tumbler,1.630168087,2
econd,-0.525058805,2
sauna,-0.854370693,2
reformer,0.256030081,2
slits,0.060200311,2
armani,-0.75298045,2
chica,-0.888785039,2
poseurs,-0.281189433,2
arch-enemy,1.307865299,2
unalluring,0,2
:-p,3.276384895,2
brims,2.822284388,2
groaners,-1.34824319,2
roadmovie,0,2
lightyears,-0.435802709,2
sargasso,-1.891178031,2
all-freaking-mighty,0,2
flit,0.414275465,2
mizz,0,2
baaaaaad,0,2
manlis,0,2
allthough,-1.168473335,2
kuntar,0,2
trenton,0.404110257,2
strung-together,0,2
cushy,0.910005741,2
collerton,0,2
elrika,0,2
disorientation,0.71583732,2
distantiation,0,2
naif,0.356954,2
kui,-0.774981205,2
ebbs,-0.464958116,2
kue,0,2
highpoints,0.173147659,2
ultimatums,0,2
meats,-0.296563527,2
pantyhose,1.606000062,2
eighty-four,0.117671181,2
supplemental,-0.675608928,2
philanthropic,1.952025434,2
peavey,0,2
enquiry,-1.275660076,2
faltermeyer,0.38114548,2
kewpie,0,2
kavanagh,1.339541491,2
vallon,1.108698629,2
humiliatingly,0,2
crumbs,-0.210079817,2
scuzziness,0,2
tribbiani,2.343630736,2
urination,-1.0940054,2
mis-tranliterated,0,2
inom,0,2
parricide,0,2
streetfight,-0.550864693,2
pharisees,0.924999265,2
nhk,0,2
fact-finding,0,2
discotheque,-0.732243155,2
kants,1.410162693,2
proto-fascist,0,2
embellish,0.128516706,2
lather,0.262852455,2
reclining,0.085061642,2
lunchtime,0,2
lily-livered,0,2
dighton,2.543252888,2
pardoned,1.358158351,2
endowment,3.047447126,2
tropic,0.625848529,2
catwomen,-1.219587497,2
dog-eared,0,2
cast-members,-0.246507442,2
politically-correct,-0.729814746,2
immaculately,0.719382876,2
nail-bitingly,0,2
feroze,2.5,2
rima,1.034706998,2
tele-movie,0,2
faulk,3.767905325,2
sororities,0.318999755,2
zirconia,0,2
refuted,-0.991715767,2
transatlantic,0.858427541,2
marginalised,1.057307284,2
griggs,1.02453918,2
magnier,0,2
persecutors,-0.021001872,2
anatole,1.176253586,2
mudler,0,2
prussic,0,2
musical-comedy,0.82153668,2
commonsense,0,2
eyeshadow,-3.919607635,2
goofed,-0.41720656,2
moulds,0,2
quick-draw,0.930419005,2
username,0,2
satiated,2.228961603,2
spongy,0,2
finns,1.43882032,2
veer-zaara,3.532534233,2
bolkin,0,2
staunchly,1.049805485,2
blabber,0.230842644,2
ahn,0.617313302,2
towing,1.197299831,2
pricked,0,2
atta,1.835836069,2
undiscriminating,0,2
burtonesque,0.684396251,2
re-visiting,1.682430082,2
bumptious,2.280739679,2
tutorial,1.747048535,2
chucks,-0.661535859,2
moustaches,-0.328665878,2
dood,-1.494772413,2
roi,0.485744772,2
frequencies,-2.114442318,2
video-rental,0,2
getaways,-1.555844842,2
anda,0,2
kashue,0,2
seat-belts,0,2
scooby-shaggy-scrappy,0,2
gombell,1.149935475,2
mismanagement,0,2
night-vision,-2.600375369,2
convalesces,0,2
ducasse,0,2
hanky,0.324050985,2
match-making,0,2
villarona,0,2
short-cuts,0,2
mortars,2.903189135,2
clumped,0,2
bobcat,-0.198455714,2
extremelly,0,2
tvpg,0,2
indoctrinate,-0.636786372,2
wrongheaded,0,2
debussy,2.205578705,2
havnt,0.067055907,2
starling,0.685004747,2
ghod,0,2
doppelgangers,-0.241695197,2
atlantis-obsessed,0,2
flyfishing,1.945967196,2
shooted,0,2
lenka,0,2
tros,0,2
vrajesh,0,2
gaillardian,0,2
dalens,0,2
yaarana,-1.64584124,2
man-about-town,0,2
re-releasing,0.910816223,2
subscribes,1.020983421,2
exasperate,0,2
botching,2.822284388,2
manila,0.187048135,2
kelvin,0.751960548,2
ghent,2.006868764,2
smilla,0.63408448,2
braddock,1.398637236,2
split-screen,0.277207823,2
bantha,-0.134177499,2
dunbar,1.567336991,2
oneliners,-0.421470835,2
prattle,-0.894777237,2
rajshree,0,2
channel-surfed,0,2
wildebeests,-1.841235831,2
whaley,0.229860292,2
magobei,3.554838071,2
costco,-0.018764291,2
feliz,0,2
huntsville,0.604747246,2
gutenberg,-2.045461436,2
generalize,0,2
kick-boxes,0,2
kick-boxer,-1.075778266,2
americanime,0,2
sonnenschein,0.158194366,2
cascading,2.3966865,2
impudence,0,2
sui,2.152635114,2
inaccurately,-1.492223617,2
half-eaten,0,2
stiffness,0.950503565,2
flag-waving,-0.676897164,2
unmoored,0,2
storyville,1.029121927,2
pleaseee,0,2
coos,-0.331930078,2
grey-haired,2.267420705,2
gravitate,1.119484539,2
non-committal,-0.694324815,2
stereo-typical,-1.579768153,2
accommodates,0,2
accommodated,0.618897354,2
spellman,2.106704866,2
well-observed,0.54335844,2
urinal,0.006736234,2
years-long,0,2
gpa,0.230842644,2
pilfered,0.03834003,2
shrunken,-0.282666907,2
naranjos,0,2
flattop,1.708964718,2
f-grade,0,2
gila,-1.43309927,2
acclaims,0,2
barter,1.472466427,2
sullies,0,2
presbyterians,0,2
plantage,0,2
mikhalkov,0.584393313,2
macrauch,0,2
underpinning,0.159420052,2
ushered,1.23282547,2
superlivemation,0,2
fine-tune,0,2
nettles,-0.05219527,2
algeria,1.032046444,2
up-tight,-0.998722629,2
mchattie,0.3251161,2
hiv-positive,2.657935447,2
suncoast,-0.949094665,2
laundered,2.498935427,2
mauritius,3.5,2
would't,-3.531049684,2
overington,0,2
magnifies,-1.144439276,2
paxtons,0,2
blank-faced,-0.467862217,2
treacle,-0.362007848,2
masatoshi,2.060781463,2
manoven,0,2
aleksei,2.202283273,2
ontkean,2.00249253,2
shuddup,0,2
medellin,1.105440493,2
boogers,-4.5,2
tune-in,0,2
duguay,0.0495011,2
imdbs,0,2
eyecandy,4.5,2
etch,0,2
waistband,0,2
attention-holding,0,2
barret,0.984584159,2
catwalks,0,2
helfer,1.656253215,2
forefather,-1.20154387,2
fluctuations,-1.016639385,2
elogious,0,2
bandstand,2.129431218,2
tired-looking,0,2
cerletti,0,2
far-flung,1.54471093,2
deviously,0.655961984,2
aldwych,0,2
georgia-grusiya,0,2
suprising,0.460281779,2
aweful,-2.380349973,2
stewardship,0,2
ta-can-co,0,2
interpreter,0.085735731,2
moosic,0,2
enviable,0.613623217,2
info-mercial,0,2
ambassadors,0.048779095,2
tannhauser,3.968319359,2
anbody,0,2
inbreds,-0.474029755,2
abbie,0.512124628,2
unceasing,0,2
celibate,-0.15866336,2
anti-racist,-0.146815395,2
basher,0.700969902,2
tijuco,0,2
free-love,0.118022389,2
musalman,0,2
boastful,0.981599958,2
allie,1.535723861,2
lutte,0,2
litigation,0.220385365,2
isham,1.077563644,2
religous,0.279859979,2
juror,2.121019253,2
heathens,0.27608966,2
defacing,0,2
kershner,0.781078425,2
stucco,0,2
bread-chewing,0,2
overstayed,0,2
colloquialisms,-1.773040895,2
talk-show,0.647213737,2
character-study,0.11318969,2
medicinal,0.002884164,2
lyricists,0,2
recriminations,3.828104151,2
estrela,0.939188139,2
dignitary,0.780041443,2
devil-worshiping,0.583634147,2
oakhurst,0.988582744,2
sanskrit,0.719303253,2
provisions,0.771991776,2
comic-relief,0.073142212,2
single-handed,2.545477121,2
hambley,0,2
fancy-dress,0,2
körner,0,2
floss,-0.261109692,2
self-concern,0,2
syfi,0,2
qualls,-0.234692875,2
moltisanti,1.934348627,2
morcillo,0,2
tessier,0.901702642,2
arnt,1.658776783,2
lack-luster,-1.728891393,2
nymphet,0.238834736,2
simular,-0.849242601,2
glint,0.422241632,2
spatulas,0,2
uperman,-0.118783652,2
sase,0,2
roslyn,-0.044480675,2
augustine,1.54944188,2
sedahl,0,2
reformatted,0,2
weill-gershwin,0,2
crisply,1.239092246,2
tether,-1.220282987,2
dangled,-1.015516701,2
postpone,0.729503691,2
pictorially,0.998781795,2
insinuation,-0.947289786,2
spell-casting,0,2
self-induced,0,2
scoffed,0.429011778,2
impartiality,0,2
it-the,0,2
straddle,0.501233561,2
masterminds,-0.166952019,2
methodology,0.803802857,2
piven,0.288089049,2
gamine,1.355658814,2
marginalize,0,2
calves,3.576898592,2
semi-autistic,0,2
wino,-1.787727182,2
handcuff,-1.736290403,2
endeavoring,-2.199330549,2
refrains,0.738382505,2
workhorse,0.43627605,2
inoculated,2.499524462,2
lou-who,-0.553801387,2
queues,3.062550365,2
swathe,0,2
falsity,0.418369082,2
cooter,-1.783176015,2
navin,2.048539513,2
subsistence,0,2
potions,0.161295905,2
daena,-2.018755132,2
surer,0,2
slaughter-house,0,2
dvd-player,0,2
ilent,0.060852979,2
all-too-rare,0,2
paintbrush,0,2
slumdog,0.682791538,2
hide-and-seek,2.520820752,2
day-for-night,-0.444673441,2
braying,0,2
unskilled,-0.915625743,2
redifined,0,2
lenders,0.170173572,2
whigs,0,2
nanni,0.3900756,2
stealthy,-1.025092041,2
prado,0,2
sera,1.385071807,2
wrap-around,-0.063008965,2
sex-ed,0,2
normandy,0.979948121,2
struthers,1.441878822,2
irresponsibly,-1.968055274,2
linguistically,0,2
stowing,1.849980218,2
extraction,0.026478121,2
sawtooth,0,2
athol,2.137160232,2
detmer,-0.645550941,2
ill-constructed,0,2
piercings,-1.06850636,2
plonked,0,2
abernathy,-0.804404617,2
dogmas,0.74084377,2
caregiver,0.916270444,2
strategist,0.757357139,2
coaltrain,0,2
good-humoured,0,2
takin,1.581994529,2
serpents,-0.824358832,2
rebuffed,0.269644992,2
bandai,1.557959365,2
quick-paced,2.75885301,2
jikô,0,2
vculek,0.814349411,2
gauze,0.749912029,2
panacea,0.223697471,2
fembot,-0.054978761,2
mirthless,0,2
five-six,0,2
anti-white,2.995609401,2
goaded,0.769098252,2
eyeball-rolling,0,2
raciest,0,2
schwarzenberg,0,2
wondrously,1.365217477,2
side-character,0,2
mentored,1.004496563,2
puckett,-1.741977045,2
manfish,0.229578978,2
abscond,0.193085867,2
epidermolysis,0,2
pentagrams,-2.034433853,2
inversed,0,2
worldliness,2.288804033,2
scholes,0,2
rehabilitate,0.93532987,2
shiris,0,2
unfavorably,1.263520884,2
covertly,0.128531173,2
intl,0,2
tensity,0,2
natwick,1.196421882,2
unwatchability,0,2
artistes,-0.551266426,2
minidress,0,2
nested,2.091571308,2
zeppelins,0.251416561,2
boomtown,0.953399717,2
spar,0.868959478,2
goldmember,-0.429716956,2
mices,0,2
unlearn,-0.713962409,2
neatnik,0,2
dweeby,0,2
circulating,0.282796637,2
usualy,-0.692963231,2
robo,-0.848104828,2
atticus,1.106259732,2
clearest,0.61440586,2
bugler,1.758384875,2
commodified,0,2
knackers,0,2
brozzie,-0.038469596,2
mccaid,0,2
sharikovs,0,2
samotari,0,2
lagrange,0,2
mousetrap,-2.234909343,2
booms,-0.584384607,2
zeroni,1.983552032,2
callow,0.311942623,2
eighty-five,0,2
morone,0,2
mikail,0,2
shurikens,0,2
unquiet,-2.288910674,2
