words,polarity
laydu,0.660694264
desplat,1.912647829
fullscreen,1.275668124
craptacular,-2.525028089
creamed,-1.457382344
packard,0.888603664
kimmel,0.653633722
calloway,1.579967335
infestation,-0.797562823
theodor,1.244370322
prodded,-0.204454927
down-and-dirty,0
himmler,1.134225361
coordination,-0.207087147
atoll,-0.302431223
haldane,0
flattest,-2.240467303
deutschland,-2.402717283
archenemy,1.897504779
tandy,1.594134701
tadpole,0.040991833
footprints,0.237524916
puritanism,-0.200390346
artiste,-0.925580093
time-space,-0.630375777
astrological,1.378864663
bog-standard,-1.8251984
offenses,-1.282676471
frankfurt,0.931486671
ramotswe,-2.721692774
macleans,3.541721502
pentagram,-0.979188064
quran,-0.859301642
barometer,-0.755871207
konchalovksy,0
toned-down,0.343632571
blindfold,-1.035786418
garrigan,1.845951684
ondrej,0.437517436
execrably,0
damascus,-0.271396023
redding,2.91535391
show-stealing,0
mandated,-0.161860149
upstages,-0.214036108
augusten,0.340316591
expurgated,0
loll,-0.132432098
grads,0.121172421
boating,1.019102126
pumpkinhead,-0.470360119
cancer-stick,0
oapdish,0
ashok,0.296758453
exports,-1.829471275
brannon,-0.581963757
shaven,0.321713888
macliammoir,3.653659656
eggnog,2.952356739
sharp-looking,0
half-educated,0
room-mate,0.298576906
reddish,0.287457087
rigorously,1.186308965
sacramento,0.064398817
time-slot,4.030768874
chromosomes,-2.559809991
ray-gun,0
mintz-plasse,1.799618522
lieh,0.934146851
armada,0.010058074
berg,0.307124296
occupiers,0.238695169
marxism,1.069786276
barracuda,-0.973212291
schnook,1.253990296
mili,1.559608065
permissive,-0.706576522
parmistan,-1.018065073
herky-jerky,-0.74554642
placings,0
spatially,0
portals,-0.178504422
rottentomatoes,-0.552682893
uruguay,-1.551800911
recited,-0.352035921
nyu,-0.014395524
tweety,0.369237607
pint,-0.270438903
inhaled,-3.681519116
standby,-0.381451111
extrovert,0.680952548
warlords,0.637091389
silvestre,0.788373112
anti-vietnam,-0.734124574
curdled,-1.513294065
wasters,0
c-movie,0
blackest,1.580918536
larner,-0.118229599
soliciting,-0.032520879
milling,-0.038236742
cologne,-0.925273432
vanne,0
encryption,-0.951497657
eighty-three,0
sobbed,1.529057453
hiram,0.564395485
paw,0.840885565
thinning,0.263350658
meaningfully,-1.147686827
rat-bear,0
maughan,1.32440128
mor,0
tatou,0.196210756
besser,-1.476019079
wkrp,1.119326378
dimensionally,0
instantaneously,-0.512020748
rom-coms,-0.14345163
amassed,0.183555234
compliant,0.213804892
gruver,1.009576319
dharmendra,0.769962316
aster,1.5
pukes,-1.071153457
princesse,-0.848981206
poorly-done,0
forges,0.34991746
bowers,1.100670106
schiller,1.238026943
largesse,0
abm,2.264194907
abs,-0.952202735
wu-tang,0.497814274
puddles,-0.308580854
bloodsurfing,-4.5
cassevetes,1.344123736
farrellys,-0.550426923
jailer,0.393534331
shard,-0.487936044
kinear,0.169057508
retrieval,1.208058637
roper,1.355060653
porto,2.336206529
marybeth,1.504848171
hommage,0.586853173
effete,-0.014355446
devilishly,1.616094963
cads,1.153763243
loudmouths,0
elba,0.118083479
moles,0.026975756
falsification,0
agey,-1.940581068
dreamily,2.111413922
headings,0.63365907
vibration,1.811564621
post-colonial,1.407615367
unenjoyable,-2.062672451
dragstrip,-1.233912725
feasted,0
exhumed,0.928791862
curious-yellow,0
shoot-'em-up,0.384515952
spiritless,0
bumblers,0.408948807
acolyte,0.395138294
nudists,-0.403935873
adjusts,1.457155237
elucidation,0
ewa,-0.241025349
eww,-1.657413848
initials,0.238908688
super-ego,0
jumpsuit,-0.158332027
bii,-2.376777973
blemish,-0.523346598
merquise,0
scala,-0.295333071
nickleby,1.008061367
bogdonovich,0.128988375
lounges,-0.358087283
freakout,0
woodsmen,0.296154254
serio,2.555308548
humanities,0.424834061
lilli,0.752899348
electrocute,-0.493343761
shenzi,3.900574139
replicated,0.34934867
splinters,-1.480261917
falcone,1.096664478
tat,-0.16239918
grade-a,0.078398107
humbleness,2.048940113
rear-projected,0
magnanimous,-0.499536567
inclinations,0.618760132
hyperkinetic,0.082413701
exhilaration,1.178639495
crickets,-0.713167654
yielded,0.093514179
tallin,0
bountiful,0.907024497
daw,0.567657579
wisbar,1.135077036
gomer,0.734629563
byplay,0.303295316
bullfighter,1.027665466
jérémie,1.833415588
unluckily,1.038245245
turbans,0.776220891
peeve,-0.5688175
pauper,1.085686531
forethought,-0.150903601
seville,1.487974298
goonie,3.499914094
reversion,-0.240605181
thouroughly,2.162184992
hotch-potch,0
trekovsky,0
whelan,0.470099029
palate,-0.105891853
fantasyland,4.021381459
aggressiveness,-0.209129219
desilva,1.930008422
ion,0.553039953
seti,1.034200674
arming,-0.5872595
heep,0.028692002
kiberlain,1.737722243
unsullied,3.204052145
christened,1.466190086
horrorvision,-0.834311765
multi-character,0.881950755
backfired,-1.340592172
spivs,1.701414232
picchu,0.889682031
manfredi,0.887692853
amorphous,1.34888897
rohinton,0
geological,-0.752842447
lode,1.100745193
kleist,0.448745952
implode,-0.529803277
heathrow,1.515477696
roll-up,1.169389232
musa,0.819049433
freccia,0
pinching,0.036395471
tampa,-1.154584245
jarryd,0
appraisal,0.50951934
magnificient,2.904682068
non-commercial,2.005315688
esthetically,0
preconception,1.046942777
northfield,-0.775135862
timbers,0.560018661
jacuzzi,0.141639842
ex-special,-0.25140321
knighthood,0.1278815
constipation,-1.755206391
bankrolled,-0.709076849
knock-offs,0.423155447
superimpose,1.135431804
anthropomorphic,0.322951794
corrections,-0.276658411
conspicuously,-0.326510526
ann-marie,1.5
fabrications,-0.211862824
mid-western,0.583414007
squeaking,1.114351906
roderick,1.142431206
collusion,0.98391287
startle,-0.757216179
rtl,-3.345214054
agusti,0
heeded,-2.003768563
brennen,-0.50804029
pay-dirt,0
supplanted,1.48062451
paratrooper,0.684113217
salkow,-1.945180264
gritting,-1.846076211
perfectly-timed,0
pop-corn,-0.463791625
jalopy,0.96467982
firecrackers,1.290596001
donaldson,0.797907685
sequiters,0
raho,2.517795535
dumas,-0.180830318
grauer,-2.475342861
yali,0
babyface,0.499281227
bypassed,-0.136469009
watchability,-0.799809449
holistic,0.923361384
snubbed,1.690851813
gangsterism,2.536745912
denounce,-0.284647171
gorefest,0.163475102
modifies,0
vertiginous,0
alahani,0
bonfires,0
likeability,0.03618264
kacey,-1.314273268
parters,0
two-count,0.844394296
funny-looking,0
accommodation,0.113686816
programing,0.247542691
socialites,0.178216002
tanning,-0.509662827
follow-on,0
seafood,-0.51131165
semi-coherent,0
erbe,1.299118387
naura,-1.893181758
fiddling,-0.452348955
originates,1.252948665
gangbanger,2.5
psycho-analysis,4.5
innkeeper,0.48126993
oiran,-1.282587018
capping,3.054755027
foyer,-0.356632866
irby,0.845635367
re-hashed,-2.076536766
scrapbook,-1.05467536
mugger,0.039438709
itching,-0.165891524
gumption,0.26741761
expatriate,0.77031359
cheap-o,0
natica,-2.539452126
reusing,-1.077633073
high-spirited,1.569518144
creditors,0.768760306
fortunetly,0
god-fearing,0.327773285
jerilderie,3.020601654
dexterity,0.999609966
youngberry,0
anjos,2.593908322
hums,-0.040153478
smap,0
mymovies,0.505312518
re-elected,-0.314040687
viciente,0
stemming,0.709245392
groundless,0
celebei,0
dano,1.346765987
imports,-0.287739788
action-drama,-0.141337238
rachels,3.5
krajina,0
formatted,1.960648828
voguing,0
movers,0.61065397
creasey,1.169041817
fret,0.601261998
tenuta,0
riz,0.974137123
rin,1.105701826
ric,0.742205065
lip-syncing,0.116768883
anno,2.742718593
pallid,-0.258695745
arrondissements,2.361585872
reproaches,2.782850548
lafayette,0.243358681
redlitch,1.627967839
visualizing,1.010872658
mccarthyism,0.850459905
bbfc,-0.330378929
tarred,0.451693984
insouciance,1.896010282
miscreant,-0.507925111
overbaked,-2.379090154
rumiko,1.07542015
mitb,2.946430437
hagerty,-0.12417842
credulous,2.527253662
paralleled,1.231215364
cgi'd,-1.520036116
risk-taking,1.365642233
fortinbras,0.021005073
anti-german,0.591133212
phoebus,0.900820804
grits,0.437363083
must-have,2.474313936
jarrell,0
peoria,2.5
evisceration,1.960148905
harald,-0.197508195
woebegone,0.187947882
winsor,2.322494543
self-evident,0.718341849
panty,0.362633397
high-society,0.253853217
salesgirl,0.582917091
famke,0.48302279
broadside,0
butchery,-1.059898881
marshmorton,-0.41558977
garda,0.789473882
keneth,0
outgrow,0.492908534
bedfellows,0.552837978
caked,-0.659238341
boy-crazy,0.624293374
sette,0.768875724
baaaaad,0
instructive,0.694483213
gnawing,-0.507555368
dogtown,0.914849594
contends,0.323003316
clément,1.699735237
hardboiled,0.524386941
localized,3.916855996
transvestism,-1.442750511
seamier,3.381084999
re-locating,0
videodrome,1.705092175
designing,-0.051689127
small-screen,-0.196194782
fastforwarding,0
dnd,-1.342408362
quinnell,-0.067586678
ravensbrück,0.103553757
voicework,0
jumbling,1.512417829
ludicrosity,0
expressively,0
meat-eating,0
pinta,0
assimilates,0
colorfully,0.715264571
kuei,0.633089217
activating,0
lifeline,2.253479578
time-filling,0
bartok,1.117809689
stand-outs,0.873490138
romulans,-0.681473005
indiscretion,0.63152865
abbots,-0.475771126
magickal,0
ugghhh,0
chiara,1.765997517
portmanteau,1.336139145
spoilerish,0
fly-trap,0
brawny,0.487682713
mishra,0.802224791
bbc-version,0
snuggled,0
simplify,-0.341057365
temptresses,0
attachés,0
majd,0
plata,3.567080097
sturgess,0.494411404
skaal,0.456732916
heirloom,0.421714041
pinoy,-1.651171575
xvi,-0.129467496
requisites,0
lookit,0
levitating,-0.711261533
they'r,0
twenty-three,0.207961817
fondles,-1.502072965
meaningfulness,0
wearying,-1.37435759
frf,0
tonino,0.360524257
toning,0.25071748
spiv,-0.568378
misconstrued,0.669338221
majid,0.938640083
sylke,0.043767262
waddell,1.292247176
hyperdrive,0.460243617
brain-washed,0
well-composed,2.228961603
mentors,0.824819707
academia,0.985582898
cineastes,1.549965104
massaging,0.002445077
nyfiken,0
hav,-0.363104432
yawnfest,0
flub,0.787824998
perchance,1.78852377
moviedom,0.329165756
brigades,-0.444904358
anomalous,0.363294686
perfumes,1.251677133
rippling,0.90171267
moderns,2.778774822
scuttled,2.566225247
crowne,-0.004420195
conservatively,0
cogsworth,2.24425684
whately,0.697820588
grappled,0
jehaan,0
simper,0
hodgins,0.524485329
genuine-looking,0
ogles,1.095510157
adorns,0.812628137
xxth,0
baggins,2.959763098
menjou,0.753253754
shamelessness,0
drum-roll,0
ex-wives,0.754996092
fakery,0.406166933
pints,-0.512818881
migenes,4.021381459
consoles,0.005614529
sunekosuri,0
yalom,0
forebears,-1.0986094
webpage,2.45750258
overlord,0.072507151
slimeball,-0.764892182
jia,1.525198689
banjoes,3.07452967
shacked,-0.107951787
youthfulness,0.903231301
dispite,1.512417829
presages,1.432482539
afv,-0.981490966
bouyant,0
incentives,-0.080643931
gallindo,0
hamer,1.543698754
periodical,0
ouroboros,0
captivatingly,0
narcisstic,0
heeding,0
seared,-0.06244426
rejoiced,0
comic-books,0.462162
gerbils,0
trappist,0.41640963
noisier,0
audaciously,2.623772134
defensively,0
wallmart,0
ub-zero,0
film-as-art,0
segways,0
paring,2.04262482
gridiron,0.858676776
photog,-2.346971951
paedophilic,0
sea-witch,0
wilco,1.316588321
shelob,1.990208529
d-list,3.216238231
well-travelled,0
kinetoscope,1.692173898
kiri,1.822266024
dilbert,2.201797703
siodmark,1.108281157
kristoferson,-3.004672035
graaf,0
joyner,0.184292903
pivot,-0.040453867
o'tool,0.874578804
barbarash,1.496105118
gleam,0.304285988
witt,0.152236014
zerifferelli,0
re-takes,-0.774869504
patois,0.519584399
formulation,0
unwelcomed,0.678789461
clonkers,0
thorp,2.97439528
kobal,0
halsey,0.074820691
nore,0
conciousness,0
floater,0
bustelo,0
re-did,0
bracho,0
ladakh,-0.338293092
conundrums,1.11790665
underfoot,0.087703277
obtrudes,0
contrastingly,0
corroding,0
reclaimed,-0.598637058
ghostbuster,1.792093675
fragrance,-0.813092819
prieuve,0
multitudes,-0.473698478
chapter-play,0
fill-in-the-blanks,0
schoolhouse,1.653752867
bangla,3.766386461
kneejerk,0
hornaday,0
loosly,0
popularist,0
pot-smoking,-0.907854294
edifying,-0.488130328
offline,2.01920262
krycek,0.60766667
cheekbones,0.209676093
evicting,0.067055907
persuing,0
mensch,0
bredeston,0
swanky,0.451926761
luzon,0
antagonizes,0
swordsmen,0.582383436
zschering,0
harvests,0
wording,0.140623173
carley,1.567126902
agonize,2.005315688
anti-capital,0.962160031
damnit,0.488387383
pelicangs,0
well-off,-0.072819418
woywood,0
cappy,0.805868524
hobble,0
tremblay,1.179094584
seldes,0.145313655
numbness,0.321304614
looter,0
teen-targeted,0.173147659
agitation,-0.386458506
averaging,0.051064118
spotless,1.003716913
still-living,0
partway,0
farnham,0.425175669
gazooks,0
to-gether,0
hubristic,0
quick-fix,0
black-hearted,1.498230453
cormack,1.927180489
conséquence,0
hayak,-0.499421758
sightseeing,0.440515842
unsubstantial,0
send-ups,0.266789661
pietro,1.53002764
conceded,1.522258155
unredeemably,0
katia,-1.751205962
clustering,0
mishandle,0
yamamura,0.65831533
gandofini,0
devolving,0.61909836
screwballs,1.183406688
testaments,-1.116100079
palisades,2.298978227
tragi-comic,0
f'ing,-2.596924181
dvd-store,0
otranto,0
horsing,-0.985129988
popping-up,0
minerals,0.443558928
homo-themed,0
real-estate,0.535868509
maked,0
derby,0.675837858
full-force,0
béatrice,0.63063152
four-legged,-1.226794708
bolstered,0.621920361
clasping,3.828104151
firekeep,0
volte,0.998781795
semple,1.003223483
junior-high,0
wharfs,0
self-image,0.105267025
booke,0.178541821
flemmish,0
unwieldy,-0.297280319
vickers,0.746495565
sadhashiv,0
duologue,-0.964065853
incongruities,0.323109454
gaya,0.291101239
gaye,0.513734266
moonwalks,0
twos,-1.711159531
mood-setting,0
bree,1.077686333
ampas,2.070318767
musson,0
giovon,0
off-chance,0
preliminaries,0
gnaws,2.58403068
abba,-0.203149027
abbu,0
djalili,0.826857957
alessandro,0.827057175
zucovic,0
ugly-looking,0
repetitively,-1.789318928
challengers,2.22719685
keppel,0.560418558
descents,0
wormwood,0.759790682
preteens,-0.358890662
flintstone,-0.27570619
chimpnaut,0
banish,0.324629976
uggh,-1.163304358
dead-person-of-the-week,0
cbtl,0
censoring,-0.099726754
southeastern,0
type-a,0
non-anamorphic,1.371838125
debatably,0
party-animal,-2.402949566
pyaare,0
self-hating,-0.443598456
bulge,1.15430291
toppan,0
aitd,-2.266484711
overreach,0
charachter,0.285392296
materializing,3.153330328
cinerama,1.513572042
splintered,2.257994252
no-frills,1.332140606
floridian,0
quarrington,0
relinquishing,4.021381459
rhetorician,0
porns,0
cmt,0.536325646
rabbeted,0
sabbath,0.680597284
preda,0
giroux,0
firesign,1.035641421
ascribe,-0.892533447
horky,0
rumanian,0.91461498
tnn,0.316858657
erk,0
washroom,0.10535371
vert,0.327509505
impassive,1.166803534
airheadedness,0
parry,2.075578826
misleads,-1.817811609
schtupping,0
sturla,0.937566964
coulthard,0
popsicle,1.69398237
candide,2.2812082
sleepiness,0
visitations,0
dunkirk,0.515846446
forcible,1.716464488
ungraspable,0
sprit,0
prigs,0
vanquish,-0.015637267
generalizations,-0.475157389
re-enact,0.37976072
defelitta,1.305241702
triple-crosses,0
over-acts,1.080008528
lindon,0.729472668
mid-flight,-0.494216035
hangings,0.424457288
downtime,0.046327148
rolled-up,-1.432011564
lexington,1.540911818
lunohod,0
dreamscape,0.184888894
pmrc,-0.418340793
babar,-1.779872501
murder-for-hire,0
hokie,0
haltingly,0
thursdays,1.424765766
elman,0
maladolescenza,1.460578106
rayner,1.877055377
usable,-1.7758811
argonauts,-0.159408904
eroded,-0.094982469
autocratic,0.920324767
rustle,-1.322295664
non-latinos,0
kieslowski,2.058989387
tenku,0
probies,0
thermostat,-0.577614888
hoodwink,-0.496863661
potholes,-0.607232553
authoritarianism,4.5
faze,2.926893803
batman-like,0
chabert,0.096237372
hdnet,0.40209264
dartmouth,1.976085242
extols,3.381084999
earthier,2.499246528
dark-haired,-0.392025132
thumper,1.387201582
detonates,-0.576023039
undeliverable,0
hajime,0.285923555
giler,1.089741267
combatant,0.347561938
parasol,1.529440319
galligan,0.067995712
iba,0
significances,0
chim,-0.607323749
trevor-roper,0
tirelli,0.460824863
stile,-0.540437504
disparities,-0.556225488
gréco,0
cul-de-sac,2.020196805
flower-power,-0.333075128
marmaduke,3.101927972
hardwick,0.941211803
taliban,0.099274774
knocked-up,-0.709444088
seamanship,0
user-comments,0
saxophones,0
unemotive,0
fish-eye,1.412732174
dedede,-4.5
colombians,-0.358407931
discernment,-0.761902051
harewood,1.09929352
unsubstantiated,-1.933336542
just-adequate,0
damiani,1.135371896
nasally,-2.375806626
chauffeured,0
mannara,-1.231565272
davoli,1.764980217
fade-outs,1.340372118
szifrón,0
vandervoort,0
lyduschka,0
nuthouse,0.022128854
seens,2.115616924
baits,2.783044332
baby-talk,0
cheap-jack,0
time-filler,0.104746031
abdic,0
yammering,0
lyta,-0.293872828
neetu,2.369044955
nandita,1.414686218
carhart,0.84590728
growled,-2.147655917
self-ironic,0
falsehood,-0.554406836
flightplan,-0.394638148
two-minute,0.154195969
u-boats,0.741760472
piety,0.605788302
mannheim,3.157656137
batmans,0.835339992
lasseter,2.051501117
cheapies,-0.946578564
curtail,4.021381459
asian-american,1.029914191
infact,-0.032161701
carjack,1.687286868
car-chases,0.275233065
rincon,1.5
ex-dancer,0
townsmen,0.947636076
wmd,-0.190186233
segway,0
artfulness,-0.33772759
reaffirming,0
block-heads,1.85654105
ragtime,1.348924083
namers,0
skoda,2.995609401
ladybugs,-0.166622264
finerman,0
diol,0
on-again-off-again,0
punk-rocker,0
misumi,2.157610489
sc-fi,1.445248352
bastions,0
affirmations,0
charities,0.701846466
anglophile,2.088341854
clarinet,1.200039065
friendliest,0
musket,-0.096206056
faire,-0.771913419
put-on,-0.57109867
griffths,0
bang-bang,1.080808195
bullfighters,-0.297389443
hedaya,0.790226386
suckle,3.567080097
leotard,-0.69163818
state-owned,0
heaviest,0.823792959
overstate,-0.385824965
hegemonic,0
rockefeller,1.367132659
reveled,-0.400195243
re-naming,0
hypo,0
doctrinaire,0
drenching,0
crosseyed,-0.927302155
thoses,0
mcmaster,0.32559488
interjection,0
hoisted,1.601301804
z-movie,0
enuff,0
bauman,-0.054719631
suspense-filled,3.381084999
gov't,-0.909953411
pleadings,0
labouf,0.046215351
procrastinating,0
shortcut,-0.342287975
ong-bak,1.164749037
ponds,2.889173568
baseness,0
great-grandsons,0
simmer,-0.504756722
two-reeler,0.159834519
cornier,-0.918198426
dukas,0.570399919
alldredge,0
ha-buah,0
slobodan,0
aeronautical,-0.1476413
smiler,0
mcilroy,0
pre-millenial,0
uninformative,0
unabridged,-0.444986629
slam-bang,1.151552143
texa-conn,0
hutchence,-1.47690806
lordy,-2.068201585
begets,0.380116962
fifteenth,2.41491768
milliard,0
fleabag,2.814185555
all-white,0.022997105
trivializing,-2.101595836
cashback,1.126178718
over-dubbed,0
superflous,0
beachcomber,2.026559595
consort,0.545308489
averaged,0.194664317
synchronism,0
suspense-driven,0
bikram,0
high-flown,0
popularly,1.43695092
over-bearing,1.530863403
re-using,-1.155856759
dickensian,1.033941652
winston-salem,0
underpass,0.149839909
laxative,0.313065898
margaritas,1.40643052
unsupported,-3.28621502
wrapper,-0.176336996
gainful,0
unironic,0
wazoo,-2.19571584
cryptically,0
kidulthood,0.811228917
objectification,0.071572253
bloat,-0.131052822
amidala,0.184050396
trashiest,-1.495610887
bladed,0.097385764
disneyfication,0
mango,0.949692371
rajah,1.426366317
non-preachy,0
beatific,0.461512416
multiplying,-0.371026973
cowpoke,0.328597536
salliwan,0
tyre,-1.19194136
krick,0
keg,0.927013057
one-size-fits-all,0
readying,0
heavenward,0
non-creative,0
juvenille,0.746678654
hietala,0
spotlighting,0
heeeeeere,-0.731273368
riposte,0.455411527
hogun,4.5
caffari,0
harmonies,1.470948735
cavalryman,3.222399123
junebug,0.077578632
over-the-shoulder,0
restaurateur,0.871843207
rotk,2.04141375
plunk,-0.5873645
montel,0.768205561
rote,-0.449480249
ramme,0
mid-film,1.919915455
sweepstakes,1.610088369
macdonald-eddy,0
scratchiness,0
murry,-0.566719878
melded,1.643132331
heart-disease,0
gair,-2.127282189
squirmy,0
writhes,1.201966235
derelicts,0.691197545
middlebrow,0
uicide,-0.434201541
trodden,0.125659379
goldust,1.558101918
deplorably,2.556384067
sub-continent,-0.281189433
dodes,0
mer,2.232738038
hunnicutt,0.807369845
jymn,0
tutelage,1.204381447
rationalist,0.717574136
lightsaber,1.216492598
rationalism,-0.033478137
liyan,2.443827144
unwelcoming,3.047447126
swimfan,-1.238033672
defecates,-2.281386073
un-spectacular,0
beaus,1.505722752
treck,1.5
tampons,2.276819619
disassemble,1.266038894
un-realistic,-1.908601616
determinate,0
lachlan,0
famille,2.432387962
transsylvanian,0
cree,0.853190406
parkinson,0.829397054
imprisoning,0.900731605
antagonisms,1.305241702
howarth,0.826546898
debie,-1.201581502
hoodie,-1.785523876
tripplehorn,0.130820278
enrages,-0.424328342
ungenerous,0
soft-voiced,0
attlee,0
wielded,0.034210307
upendra,0
ex-soldier,0.974608812
uscì,-1.143361307
mejia,0
out-of-the-blue,0
armament,0
benfer,0.858886512
broadly-drawn,0
menges,2.373891592
extraterrestrials,-0.922588274
effing,-2.329685909
giraldi,0.719823248
yoshi,-0.20545459
socio-economic,1.50875316
nirmal,0
germaphobe,0
dacascos,-0.014200111
loudmouthed,-0.129047152
garofolo,0.312425956
scrubbers,-2.18271736
smarmiest,0
off-duty,2.318618836
elly,0.337843398
resuming,1.344497078
gondor,1.88759321
sprint,-1.021082484
incisively,0
minces,3.5
leave-taking,0
elpidia,0.980135
on-air,1.017706971
one-third,0.105450873
micro-digitech,0
quinlan,1.640718907
shallowly,-2.080210019
sanna,0.103306269
sceenplay,0
analogous,0.679127342
degrassi,0.162661121
stiffed,2.470929931
chiselled,0
stiffer,-1.658261911
radley,0.789744513
heinie,2.182215116
encrusted,3.186338198
logon,0
bolger,1.261403199
diagnoses,2.718916768
bop,0.811423902
bol,-0.755762312
pro-wrestling,-0.863258815
vineyard,0.446355316
greenblatt,0.21635967
olympiad,1.540978273
bioterrorism,0
evil-doers,-0.306638418
fictionalizes,0
fuck,-0.866211726
glamourous,0.437269293
rosenbaum,-0.10370599
megahit,-2.147522255
disrobes,-0.858775432
euthanized,0.387238996
five-year-olds,0
padilla,1.204127859
fatalities,-0.203448474
goof-ups,0
sparce,0
anachronic,0
transparently,-1.197807201
imogene,0.826364914
lizabeth,1.126035232
tealing,0
milburn,0.802860771
contented,0.93257567
zvezda,-0.455944995
co-directing,3.790027348
bare-bones,-0.014016727
flatiron,0
kirkpatrick,0.392264658
money-laundering,0
doddering,0.668014607
deciphering,-0.464505038
special-effects-laden,0
vannoord,0
koichi,1.348865323
canny,0.761000049
star-laden,0
shadier,0
harabee,0
ger,0
gek,0
bel-air,1.06542608
manuccie,0
mileu,0
tongue-tied,0
after-all,1.278137778
nonentity,-2.400867179
tushies,0
wobble,-1.170415437
quatre,1.285026062
novotna,3.497351432
raymonde,-1.525659966
self-righteously,0
sub-atomic,-1.311311909
swoosie,1.535579339
jekyll-and-hyde,0
abyssmal,0
priety,-0.273249795
tensed,0.552036449
half-good,0
villainizing,0
thall,0
raincoat,0.633291602
practises,1.720596181
trivialization,0
tanking,0
nebot,0.152762151
deadlines,1.109363479
double-decker,0.331747177
short-sighted,0.722953293
victimize,0
millican,0.3674845
remaster,0.998729128
descript,0
boy-girl,0
excretion,0
love-stories,0
g-strings,-0.702981178
righted,0.574039799
clench,3.110393108
forking,-1.876180488
firefight,0.310918625
matsuda,0.415639198
trinket,0.633941166
unheeded,0
bushwhacker,0
relocates,-0.460804865
specialize,0.297028088
lyda,1.501038392
attired,0.662293567
paterson,1.142132885
sucka,-0.455840104
mackay,2.304458862
despot,1.164457337
reviles,0
vachon,1.033838365
stis,0
âme,0
theorized,0
award-worthy,1.23470649
hundredth,-0.376822457
toussaint,-1.616295127
toothy,-0.03376161
filmically,0
groped,-1.736307761
huddle,0.700988361
non-french,-1.261941492
chain-store,0
siberiade,0
backflashes,0
eowyn,1.838250816
yowza,0.173147659
parineeta,1.876247402
toi,2.331850128
forty-odd,0
jump-started,0
well-implied,0
teems,-2.027814142
panegyric,0
comdey,0
benedetti,1.145809217
nautilius,0
tuesdays,0.982253216
almodóvar,1.465523048
brown-eyed,-0.550452382
extra-curricular,3.178261734
shriekfest,0
richert,0.482219195
thirteen-year,1.995697369
trash-film,0
kretschmann,0.764171329
resister,0
perilously,0.196343794
confining,1.468518304
busch,1.199401029
chakushin,-2.279150053
sumo,-0.10096809
self-destructing,1.48257896
eberts,3.328730353
featherstone,-0.505595005
choreographers,1.594519401
madding,0.118159908
apprehending,0
marielle,0.678607817
retake,2.085718924
anthropology,-0.263530817
valleys,1.004405497
scalps,0.019603726
discordant,0.200522048
maccarthy,0
sexualities,0
shapeshifter,-1.467337393
relapses,0
exterminated,0.114708659
maximises,0
gigantically,0
music-wise,0
pecks,-0.151696215
ogres,0.244060491
neglectful,0.522525909
healers,0.481389175
uterus,-0.691210499
whiting,1.493814287
shyer,-0.002761813
small-minded,-0.719336063
wilkerson,-0.120485772
locker-room,0
teenie,-0.986992938
paroled,0.447317175
waissbluth,0
pig-faced,0
experiential,0
turnstiles,2.883953423
bernier,-2.284687632
friendlier,-0.168683415
wife-corpse,0
nu-cu-ler,0
hiroshi,1.165099026
shonda,2.377694048
pop-up,-1.047138761
bolder,1.624370501
head-wear,0
camui,0
strobing,-1.630505611
flail,-1.247985236
doom-laden,2.1425864
ya'll,0.655257795
pantry,-1.110272617
fluctuates,-0.686096809
whooo,0
krugger,-0.390407445
bijou,-0.095445941
presuming,-0.743358615
acquiescence,0
highlanders,-0.376207412
absurder,0
mconaughey,0
maggart,0.348829769
unsubtly,0
visualizes,-0.227242168
incapacitate,-1.196214407
definable,-2.331807542
dystrophic,0
cinemablend,0
ga-ga,-0.127925965
subways,0.193940284
windex,0.590318968
globalisation,1.145145732
brune,0.496190666
placidly,0
joki,0
placebo,1.304688
self-aggrandizing,-1.569906161
it'a,0
antlers,-0.329481802
gavilan,-0.526048707
musicality,0.416809982
supurb,3.473316386
creak,0.813420392
tumbler,1.630168087
econd,-0.525058805
sauna,-0.854370693
reformer,0.256030081
slits,0.060200311
armani,-0.75298045
chica,-0.888785039
poseurs,-0.281189433
arch-enemy,1.307865299
unalluring,0
:-p,3.276384895
brims,2.822284388
groaners,-1.34824319
roadmovie,0
lightyears,-0.435802709
sargasso,-1.891178031
all-freaking-mighty,0
flit,0.414275465
mizz,0
baaaaaad,0
manlis,0
allthough,-1.168473335
kuntar,0
trenton,0.404110257
strung-together,0
cushy,0.910005741
collerton,0
elrika,0
disorientation,0.71583732
distantiation,0
naif,0.356954
kui,-0.774981205
ebbs,-0.464958116
kue,0
highpoints,0.173147659
ultimatums,0
meats,-0.296563527
pantyhose,1.606000062
eighty-four,0.117671181
supplemental,-0.675608928
philanthropic,1.952025434
peavey,0
enquiry,-1.275660076
faltermeyer,0.38114548
kewpie,0
kavanagh,1.339541491
vallon,1.108698629
humiliatingly,0
crumbs,-0.210079817
scuzziness,0
tribbiani,2.343630736
urination,-1.0940054
mis-tranliterated,0
inom,0
parricide,0
streetfight,-0.550864693
pharisees,0.924999265
nhk,0
fact-finding,0
discotheque,-0.732243155
kants,1.410162693
proto-fascist,0
embellish,0.128516706
lather,0.262852455
reclining,0.085061642
lunchtime,0
lily-livered,0
dighton,2.543252888
pardoned,1.358158351
endowment,3.047447126
tropic,0.625848529
catwomen,-1.219587497
dog-eared,0
cast-members,-0.246507442
